Number,Short description,Assignment group,Close notes,Tags,Classification
INC2770384,Change Access rights,AZTEC.GAP.PAAS-SAS-CL-2ND,User confirmed to close the ticket(email attached). ,AZ Germany, SAS Service Requests
INC3136920,bish2-sas94-meta-int.srv.allianz - cannot connect to server (UAT),AZTEC.GAP.PAAS-SAS-CL-2ND,User confirmed that it is working now (email attached).,AZ Benelux, SAS Server Issue
INC2677761,CQ5XEJE user blocked to access and execute SAS jobs (UNIX + DIS),AZTEC.GAP.PAAS-SAS-CL-2ND,Users LEGBA can help further.,AZ France, SAS -   UC4  Job Issues
INC3106822,[SAS] (bish2-sas94-meta-int.srv.allianz) An exception was thrown while sending a packet to the peer. ,AZTEC.GAP.PAAS-SAS-CL-2ND,"As per user confirmation, we are closing this ticket.",AZ Benelux, SAS Network Issue
INC2480026,stuck job,AZTEC.GAP.PAAS-SAS-CL-2ND,"There is no issue from SAS end, all services are up and running fine. Inform the same to the user.

Thanks.",AZ Germany, SAS Others
INC3101696,usage info,AZTEC.GAP.PAAS-SAS-CL-2ND,"Dear Krisztian,
As requested, we have collected the CPU usage and the file system usage for the ntctdwh project.
We have the log file available only for this current month so that attached sheet contains data up to last week (08-06-2019).

Due to space limit in the SNOW we have sent the excel spread sheet via email.",AZ Germany, SAS Service Requests
INC4692132, ORACLE connection error,AZTEC.GAP.PAAS-SAS-CL-2ND,"Desc: ORACLE connection error
Type: SAS database
Res: applied workaround (adding DM25/DM30 manual entries directly into hosts file  on app nodes) is working",AZ Reinsurance, SAS Database
INC4191087, Onboarding - Krystian Kalisz WINSCP,AZTEC.GAP.PAAS-SAS-CL-2ND,"Description :  Onboarding - Krystian Kalisz WINSCP
Type :  Access
Resolution : As from the latest communication, we could see that the access has to be requested by Legba. The user have already contacted legba. Attached the supporting mail below.",AZ Germany, SAS Access Issue
INC4246770,AGAMERCURY - Unable to execute SAS job from DIS,AZTEC.GAP.PAAS-SAS-CL-2ND,"Description : AGAMERCURY - Unable to execute SAS job from DIS
Type:  Access issue
Resolution : User got the required rights from Application Owner",AZ Benelux, SAS Access Issue
INC2671179,SAS Metadata access,AZTEC.GAP.PAAS-SAS-CL-2ND,"Dear Gordon,
Ref: INC2654383
Same issue going another ticket, we're closing this ticket.
Thank you.
Regards,
D Srinivasulu",AZ Germany, SAS Access Issue
INC2654383,Agamercury project access,AZTEC.GAP.PAAS-SAS-CL-2ND,"Dear Team,
We have granted the access for Int and prod through STP and it will get reflect on by tomorrow. We'll check the access for tomorrow as well.
We're resolving this ticket here and you can reach out if any queries.
Thank you.
Regards,
D Srinivasulu
",AZ Benelux, SAS Access Issue
INC2528823,Access to agamercury SAS project,AZTEC.GAP.PAAS-SAS-CL-2ND,User is able to access the project and he got all the access. Informed the user and closed the ticket.,AGA Europe, SAS Access Issue
INC3895483,File Restoration request on AZD Prod,AZTEC.GAP.PAAS-SAS-CL-2ND,"Incident Type: Service Request
Resolution Description: Restoration is completed by backup team. user has also confirmed the same over jabber.",AZ Germany, SAS Service Requests
INC4374519,File Restore request on AZD Prod,AZTEC.GAP.PAAS-SAS-CL-2ND,"Incident Description: File Restore request on AZD Prod
Issue Type: SAS Service Request
Resolution Steps: Customer requested to cancel the request as this was a mistake.",AZ Germany, SAS Service Requests
INC3451809,SAS mem zu 4gb Erhöhern.,AZTEC.GAP.PAAS-SAS-CL-2ND,"Changes has been done as requested .

Closing the incident after getting confirmation rom user.",AZ Germany, SAS Memory
INC3895469,File Restoration request on AZD prod Server,AZTEC.GAP.PAAS-SAS-CL-2ND,"Incident Type: Service Request
Resolution Description: Restoration is completed by backup team. user has also confirmed the same over jabber.",AZ Germany, SAS Service Requests
INC3888294,File Restoration request.,AZTEC.GAP.PAAS-SAS-CL-2ND,"Incident Description: File Restoration request.
Incident Type: Service Request.
Resolution Description: File has been restored by backup team. User has also confirmed the same over jabber",AZ Germany, SAS Service Requests
INC3451015,SAS mem zu 4gb Erhöhern.,AZTEC.GAP.PAAS-SAS-CL-2ND,"As per request changes has been applied .

Closing the incident after confirming with user.",AZ Germany, SAS Memory
INC3895443,File Restore on AZD Prod,AZTEC.GAP.PAAS-SAS-CL-2ND,"Incident Type: Service Request
Resolution Description: Restoration is completed by backup team. user has also confirmed the same over jabber.",AZ Germany, SAS Service Requests
INC3439843,Unix - Fehler und Probleme,AMOS.BAS.RO.GAP-LEGBA,Closed by admin as requested in: ,AZ Germany, SAS Others
INC3501323,SAS Portal Issue !,AZTEC.GAP.PAAS-SAS-CL-2ND,The issue has been resolved,AZ Germany, SAS Portal issue
INC2932755,"SAS Enterprise Guide - Connection to the server ""fi_ab"" could not be estabslihed",AZTEC.GAP.PAAS-SAS-CL-2ND,"The issue is resolved after restart of the AZD DEV, INT and PROD UNIX servers.",AZ Germany, SAS Server Issue
INC3823390,SAS - Anwendung startet nicht / Application does not start,AZTEC.GAP.PAAS-SAS-CL-2ND,"Incident Type : SAS server issue
Resolution :  The issue was due to wrong mounting of Filesystem on Web Server. This was corrected with INC3823495",AZ Germany, SAS Performance
INC2631647,APC DM issue ,AZTEC.GAP.PAAS-SAS-CL-2ND,User confirmed via email that the access looks good (email attached). ,AZ Reinsurance, SAS Access Issue
INC3501033,lost a project projects/M/L/XVA/SANTE/CLOTURE/BIL2019/BI_M_L_prm_new_format.egp.,AZTEC.GAP.PAAS-SAS-CL-2ND,"Backup team was unable to restore the project. They only have 14 day retention and all though the folder exists even in backup , the file didnt exist 14days ago , The file appears to be deleted even before that , Hence the data cannot be restored.",AZ Benelux, SAS Others
INC3063594,SAS GUIDE BIFI - METADA,AZTEC.GAP.PAAS-SAS-CL-2ND,We have provided the list of application owners for getting metadata access to the project,AZ France, SAS Service Requests
INC2572748,Service Request - increase Storage Space for BUK on PROD,AZTEC.GAP.PAAS-SAS-CL-2ND,The storage space increase request has been successfully completed,AZ France, SAS Service Requests
INC2566329,BUK  Server connection error on INT,AZTEC.GAP.PAAS-SAS-CL-2ND,Had an issue with ObjectSpawner on BIAB BISHR (bish2rni). After restart of the Object Spawner  issue resolved.,AZ UK, SAS Server Issue
INC2663979,SAS Stored Process Web application- error because of Timeout ,AZTEC.GAP.PAAS-SAS-CL-2ND,"We have checked with our engineering team on this request, and they suggested below.

As per the policy the timeout for web applications should be 600 seconds.
We recommend to 
1) Use the small amounts of data for web applications.
2) Go for a batch process jobs.",AZ Benelux, SAS Server Issue
INC2659860,SAS PORTAL PROD is not working - taking a longtime ,AZTEC.GAP.PAAS-SAS-CL-2ND,"E1 Prod BISHR, BUK project ObjectSpawner is not validating in SMC. After restart of the ObjectSpawner the issue is resolved.",AZ Technology, SAS Performance
INC2479319,Service Request - increase Storage Space for BUK on INT,AZTEC.GAP.PAAS-SAS-CL-2ND,The space increase request has been completed.,AZ Technology, SAS Filesystem/Quota
INC2566756,bukg group is missing to this bishruni id on INT environment,AZTEC.GAP.PAAS-SAS-CL-2ND,Had an issue with ObjectSpawner on BIAB BISHR (bish2rni). After restart of the Object Spawner  issue resolved.,AZ UK, SAS Access Issue
INC2676357,increase the storage space for  WORK library - BUK Application,AZTEC.GAP.PAAS-SAS-CL-2ND,The request has been completed,AZ Benelux, SAS Service Requests
INC4124580,Excel file can not be opened in SAS,AZTEC.GAP.PAAS-SAS-CL-2ND,Issue resolved by user.,AZ France, SAS Access Issue
INC3881704,Please configure access to below groups in SAS metadata.,AZTEC.GAP.PAAS-SAS-CL-2ND,"IT:
D:
R: Advised user to contact project application owner for the project (agamercury) to get the required access to the groups.  List of application owners are provided to user via email.

Dear Lisek,

Hope you have contacted the below provided applications to obtain the access. We are closing the ticket for now.

Please raise a new ticket for any further issues.",AZ Benelux, SAS Others
INC2787867,Restore Friday backup  ( 15/03/2019)  of master_data_azf  ,AZTEC.GAP.PAAS-SAS-CL-2ND,Restore request completed successfully.,AZ Germany, SAS Service Requests
INC3865325,MAIL2INC - SAS-Portal öffnet sich nicht_ obwohl Berechtigung eingerichtet wurde,AZTEC.GAP.PAAS-SAS-CL-2ND,"Incident Description: BIEC prod portal does not open
Incident Type: SAS Portal issue
Resolution Description: As per the discussion over call , user has confirmed that now SAS portal is opening fine.",AZ Germany, SAS Portal issue
INC4736429,Job WEB10675 failed,AZTEC.GAP.PAAS-SAS-CL-2ND,"Incident Description: Job WEB10675 failed
Issue Type:  SAS Uc4 Job issue
Resolution: queue has been  cleared, next run as scheduled.",AZ UK, SAS -   UC4  Job Issues
INC3118141,SGRID_BIAA_1_E1_PROD offline on PFIVUC4 uc4 system,AZTEC.GAP.PAAS-SAS-CL-2ND,After restart of UC4 agents. All are working fine,AZ Technology, SAS Server Issue
INC2902326,Win7 - SAS Enterprise Guide,AZTEC.GAP.PAAS-SAS-CL-2ND,Issue resolved by user and confirmed to close the ticket.,AZ Germany, SAS Access Issue
INC2622346,Win7 - SAS Enterprise guide - Lange Antwortzeiten,AZTEC.GAP.PAAS-SAS-CL-2ND,"Dear Manuel,
Thank you for the confirmation. (PFA) User able to work on SAS.
Here we're resolving this ticket as of now and it will retrievable next five days if you required any action on this.
Please let me know if anything.
Thank you.
Kind Regards,
D Srinivasulu
",AZ Germany, SAS Access Issue
INC4152112,Access issue via SAS EG :BIRE DEV:REDWH,AZTEC.GAP.PAAS-SAS-CL-2ND,"Temporary access issue.
We haven't done any.",AZ Reinsurance, SAS Access Issue
INC3529204,SAS- Es ist ein schwerwiegender Fehler aufgetreten. Wenden Sie sich an ihren Por,AZTEC.GAP.PAAS-SAS-CL-2ND,"After full restart of the AZD Prod Web Portal the issue is resolved.

We have been noticing high CPU utilization for all Portal JVMs continuously. Issue only with portal JVMs. But WRS is fine !
Also this issue is persists for few users only. We did individual JVM restarts but it didn't resolve the issue permanently !! So we obtained for full Web-App restart.",AZ Germany, SAS Portal issue
INC3044906,SAS Portal -Problem,AZTEC.GAP.PAAS-SAS-CL-2ND,"The user informed that The problem will be solved by their  IT - In House Consultant. As requested by user, we are closing the ticket.",AZ Germany, SAS Server Issue
INC2869219,SAS Portal - This application has restricted access please request access via GI,AZTEC.GAP.PAAS-SAS-CL-2ND,"As per user confirmation, the issue has been resolved. (PFA mail)",AZ Germany, SAS Access Issue
INC2729127,Needed agamercury project access,AZTEC.GAP.PAAS-SAS-CL-2ND,Please contact the application owner for getting the access rights.,AZ Benelux, SAS Access Issue
INC3438789,PROD::AGA::SAS Release upgrade issues:: Opening each SAS tools,AZTEC.GAP.PAAS-SAS-CL-2ND,The issue is resolved after taking webex with the user,AZ Germany, SAS AVC Client Issue
INC2748225,Needed agamercury project access,AZTEC.GAP.PAAS-SAS-CL-2ND,"Dear Marcin,
Project application owner can able to provide you/ team-members the access to the project. We will not provide any access to the projects.
Please contact the project application owner.",AZ Technology, SAS Access Issue
INC3540361,SAS Enterprise Guide - Servers können nicht zugegriffen werden,AZTEC.GAP.PAAS-SAS-CL-2ND,"Issue has been resolved after restarting object spwaner for pdb project on production environment.
User has also confirmed the same over call.",AZ Germany, SAS Server Issue
INC4724221,SAS Portal - Anmeldeproblem falsches Zertifikat,AZTEC.GAP.PAAS-SAS-CL-2ND,"Description:SAS Portal - Anmeldeproblem falsches Zertifikat
Issue TYpe: SAS Portal issue
Resolution: Usewr confirmed over jabbber that this was a problem of a downtime. Today the sas-Portal works",AZ Germany, SAS Platform Access/Availability
INC2970150,SAS - Anwendung startet nicht,AZTEC.GAP.PAAS-SAS-CL-2ND,The user confirmed that SAS EG is working fine now. Hence closing the ticket,AZ Germany, SAS Access Issue
INC4408674,Service request to restart servers,AZTEC.GAP.SASFM-2ND,"Incident Description: Service request to restart servers
Issue Type:SAS Server Issue
Resolution Steps:Full server restart has been completed as requested . All services are up and running fine",AZ France, SAS Server Issue
INC4433622,Restart of servers 13 CET (1PM CET),AZTEC.GAP.PAAS-SAS-CL-2ND,"Description : restart cop servers
Type: Service request
Resolution : Request was cancelled",AZ France, SAS Service Requests
INC4375233,COP PROD - Need restart all servers in the given schedule,AZTEC.GAP.SASFM-2ND,"Description :COP PROD - Need restart all servers in the given schedule
Type: SR
Resolution : restart done for  today",AZ France, SAS Server Issue
INC3296775,SAS Enterprise guide error,AZTEC.GAP.PAAS-SAS-CL-2ND,Advised user to submit a GIAM request to get access to the system.,AZ Reinsurance, SAS Access Issue
INC2971195,"Win10  - SAS  - startSAS.exe nicht zu finden ist / startSAS.exe not found""",AZTEC.GAP.PAAS-SAS-CL-2ND,This was a temporary issue. The user responded that the issue does not persist. Hence closing the ticket.,AZ Germany, SAS Others
INC2800740,"add authdomain ""APKVFB_ORA_ADBIBSX_APKVFBSAS_SAS_AUTH""  to TU Properties ""apkvfbi"" in SAS DI",AZTEC.GAP.PAAS-SAS-CL-2ND,User confirmed to close the ticket.,AZ Germany, SAS Database
INC3182299,"Delete Authdomains for Project ""apkvfb""",AZTEC.GAP.PAAS-SAS-CL-2ND,Request has been completed and informed the same to the user. Thanks.,AZ Germany, SAS Database
INC3511769,Change Password for Authdomain in SAS INT/DEV,AZTEC.GAP.PAAS-SAS-CL-2ND,"Dear Marina,
As per your request, We had call to change the auth domain passwords for Int and Dev stage. This has been completed and we're closing this ticket.
Please reach out if you have any quires.
Thanks
D Srinivasulu",AZ Germany, sas configuration
INC2727648,"add ""CheckInMetadata"" Option to SAS role ""apkvfb developers""",AZTEC.GAP.PAAS-SAS-CL-2ND,"Dear Team,
As per below comments that we're closing this ticket.
Thank you.
Regards,
D Srinivasulu",AZ Germany, SAS  Configuration
INC2681731,"Create new authdomains SAS EG/DI  Stage INT, PROD",AZTEC.GAP.PAAS-SAS-CL-2ND,Done accordingly,AZ Germany, SAS Database
INC2800636,"TU ""apkvfb"" Needs Access to authdomain ""APKVFB_ORA_ADBIBSX_APKVFBSAS_SAS_AUTH""",AZTEC.GAP.PAAS-SAS-CL-2ND,Added Successfully !,AZ Germany, SAS Database
INC3192017,Delete SAS Authdomains,AZTEC.GAP.PAAS-SAS-CL-2ND,User validated and confirmed to close the ticket.,AZ Germany,sas configuration
INC2669322,sas integration via EG - no access,AZTEC.GAP.PAAS-SAS-CL-2ND,"Dear Team,
Issue has been resolved and we're closing this ticket.PFA.
Thank you.
Regards,
D Srinivasulu",AZ Reinsurance, SAS Access Issue
INC2684712,EWV7CF8 - SAS server access GIAM,AZTEC.GAP.PAAS-SAS-CL-2ND,"Ok, today I can connect to  BISH2 9.4 PROD! I will ask to all the members of the Actuarial group if it the same for all of them…

Many thanks to all!

------------------------------------------------------
Mario Allegretti
S.a. Sistemi Attuariali Condivisi

",AZ Germany, SAS Access Issue
INC3276326,URGENT: SAS Reports Not Available,AZTEC.GAP.PAAS-SAS-CL-2ND,"
We havent done anything from our end. User confirmed that the issue is resolved.",AZ Reinsurance, SAS Others
INC3061891,COP Authorization - NEW SAS FM USER - BENSL : YDVEUA5 / DICID : TOURBARM,AZTEC.GAP.PAAS-SAS-CL-2ND,Unable has the basic unix rights. Unable to contact the user for further communication.,AZ France, SAS Access Issue
INC2727037,User not more able to access the SAS Bglobi datasets,AZTEC.GAP.PAAS-SAS-CL-2ND,"As discussed through mail conversation, users are not having the ""belomclosing"" unix group and we could see that in the library all the files were with belomclosing group. We have requested the users to change the ownership of the files or get the required group assigned to the users through Giam.",AZ Benelux, SAS Access Issue
INC3259842,User lost authorization ABS libraries in Globi,AZTEC.GAP.PAAS-SAS-CL-2ND,The issue was resolved after the permissions of the file were changed by Philipp hoste. We got comfirmation from the user that everything is working fine now. ,AZ Benelux, SAS Access Issue
INC3722521,Profile not shown in APC DM,AZTEC.GAP.PAAS-SAS-CL-2ND,"Incident Type: access issue
Resolution : advised user to contact application owner for required rights",AZ Reinsurance, SAS Access Issue
INC4785253,VT Dialog Alarm Grafana,AZTEC.GAP.PAAS-SAS-CL-2ND,"IT: vt_db project is not accessiable.
D: VT Dialog Alarm Grafana
R: After restart of the vt_db project objectspawner the issue is resolved.",AZ Germany, SAS Platform Access/Availability
INC3911051,"SAS Enterprisde Guide - Server restart needed , error message",AZTEC.GAP.PAAS-SAS-CL-2ND,"Issue with GPFS. Server was rebooted.
ALl ok now",AZ Germany, SAS GPFS
INC2993755,Win7 - SAS Enterprise Guide - Datenbank öffnet nicht,AZTEC.GAP.PAAS-SAS-CL-2ND,"Dear Team,
Thanks for the confirmation that you're working again with SAS. So  as per your confirmation we're closing this ticket.
Thank you.
Regards,
D Srinivasulu
",AZ Germany, SAS Performance
INC2990066,SAS Portal - Anmeldeproblem falsches Zertifikat,AZTEC.GAP.PAAS-SAS-CL-2ND,"This issue was due to high load on kfrar003 server. Now the issue is resolved and upon confirmation with the user, we are closing this ticket",AZ Germany, SAS Access Issue
INC3823224,SAS - Anwendung startet nicht / Application does not start,AZTEC.GAP.PAAS-SAS-CL-2ND,"Issue Description: SAS Application Operative Steuerung is not opening .
Issue Type: SAS Portal Issue.
Resolution Description: Issue has been resolved and same has been confirmed by User over email.",AZ Germany, SAS Platform Access/Availability
INC3955591,SAS Enterprise Guide in AVC - Fehler bei Benutzung / SAS Enterprise Guide in AVC,AZTEC.GAP.PAAS-SAS-CL-2ND,We havent done any. issue got resolved by itself..,AZ Germany, SAS AVC Client Issue
INC2583234,Error while connecting to SAS EG,AZTEC.GAP.PAAS-SAS-CL-2ND,"Dear Martin,
Thanks for the update. So we are closing the ticket for now. Please raise a new ticket for any further SAS related issues.",AZ Germany, SAS Platform Access/Availability
INC2971065,MAIL2INC- SAS Enterpriseguide funktioniert nicht mehr LDB ID:39176,AZTEC.GAP.PAAS-SAS-CL-2ND,"As confirmed with user, the issue does not exist now. startSAS.exe was not starting from temp location and we have corrected the location.
As per user confirmation, the issue has been resolved.",AZ Germany, SAS Server Issue
INC3089614,SAS - Application Virtualization Fehler - Anwendung startet nicht,AZTEC.GAP.PAAS-SAS-CL-2ND,"Issue is resolved.  User confirmed to close the ticket.

Master ticket: INC3089592",AZ Germany, SAS AVC Client Issue - Vitualization
INC3025179,very very slow SAS DEV environment,AZTEC.GAP.PAAS-SAS-CL-2ND,User confirmed that the performance on the server looks good and ticket can be closed.,AZ Germany, SAS Performance
INC4787803,set database links to db2,AZTEC.GAP.PAAS-SAS-CL-2ND,"Desc:set database links to db2
Type:sas database
Res: Requests has been completed",AZ Germany, SAS Service Requests
INC4526953,changed database links,AZTEC.GAP.PAAS-SAS-CL-2ND,"Description : changed database links
Type: service request
Resolution : request completed",AZ Germany, SAS Service Requests
INC2633783,Change of ODBC connection,AZTEC.GAP.PAAS-SAS-CL-2ND,"Request has been completed, added the odbc entry as per the request.",AZ Germany, SAS Service Requests
INC3942278,STP Server is not running,AZTEC.GAP.PAAS-SAS-CL-2ND,"Incident Description: STP Server is not running
Incident Type: SAS Server issue
Resolution Description:Issue is resolved after restarting object spwaner . User has also confirmed the same over email.",AZ Germany, SAS Server Issue
INC2994039,MAIL2INC - Verdacht auf Störung - SAS Portal lässt sich nicht öffnen - LDB 1621,AZTEC.GAP.PAAS-SAS-CL-2ND,User confirmed to close the ticket. The SAS applications are working fine (email attached).,AZ Germany, SAS Performance
INC2463554,SAS - Application Virtualization Fehler - Anwendung startet nicht,AZTEC.GAP.PAAS-SAS-CL-2ND,"We have asked the user to refuel SAS EG on his system. As discussed in email conversation and chat, we are closing the ticket.",AZ Germany, SAS AVC Client Issue - Vitualization
INC2708533,MAIL2INC - SAS-EG für SMARTD7  - SETINIT Warnmeldung ...  - expire until April 2,AMOS.BIS.B1-AZD,"04.03.2019 11:19:27   ws_hp_spoc
   (HPINCIDENT)
Sehr geehrte Damen und Herren,
können Sie mir bei der unten stehenden Fehlermeldung weiterhelfen.
Viele Grüße

Matthias Heim
Allianz Deutschland AG | Stab Operations | Planung, Analyse und Reporting | Reporting und Steuerungsdaten

Tel: +49 89 3800 15079 | uW EG 022 | Email: Matthias.Heim@Allianz.de
Von: Suchy, Stephan (Allianz Deutschland)
Gesendet: Montag, 4. März 2019 10:33
An: Heim, Matthias (Allianz Deutschland)
Betreff: AW: SAS Warnmeldung
also am TU kann es schon mal nicht liegen¿liegt irgendwie am SMART¿die Meldung kommt nämlich erst wenn man auf den SMART klickt.
So,bin aber auch schon wieder weg¿hab nur meine Lohnsteuerbescheinigung gebraucht J
Allianz Deutschland AG | Stab Operations | Planung, Analyse und Reporting | Reporting und Steuerungsdaten

Tel: +49 89 3800 66949 | uW EG 027 | Email: stephan.suchy@allianz.de
Von: Heim, Matthias (Allianz Deutschland)
Gesendet: Montag, 4. März 2019 09:53
An: D-SOP-PAR
Betreff: SAS Warnmeldung
Hallo in die Runde,
heute erhalten wir alle im SAS-EG für SMARTD7 eine Warnmeldung.
Wir sind dran zu klären, ob wir auch nach dem 02. April weitermachen dürfen.
Viele Grüße

Matthias Heim
Allianz Deutschland AG | Stab Operations | Planung, Analyse und Reporting | Reporting und Steuerungsdaten

Tel: +49 89 3800 15079 | uW EG 022 | Email: Matthias.Heim@Allianz.de
04.03.2019 12:14:51   ws_hp_spoc
   (HPINCIDENT) EMEA_HAJSZAN has taken the owner, it starts 'Work in progress.'
04.03.2019 12:28:07   ws_hp_spoc
   (HPINCIDENT) Aw hat uns per telefonisch auch kontaktiert, dieses Ticket wurde geschlossen: E2-SD024613612.
Laut Agent ""Aw hat ein SAS enterprise Guide Problem.
Er hat uns eine E-Mail geschickt.
Er wurde darüber informiert,dass aus seiner E-Mail automatisch ein Ticket generiert wird.
Ticket kann geschlossen werden.""

Laut AW""
Hallo in die Runde, heute erhalten wir alle im SAS-EG für SMARTD7 eine Warnmeldung.Wir sind dran zu klären, ob wir auch nach dem 02. April weitermachen dürfen.""

Er arbeitet in SAS Enterprise Guide für SMARTD7, dor hat er diese Warnmeldung erhalten.

Welche Aktion hat das Problem ausgelöst?  SAS-EG für SMARTD7
Wann ist das Problem aufgetreten? (Datum, Uhrzeit - wenn möglich)  Montag, 4. März 2019 09:53
Tritt das Problem auch bei anderen Anwendern auf? ja
Tritt das Problem auch an anderen Arbeitsplätzen auf? ja
Tritt das Problem wiederholt auf (bei jedem Versuch)? ja
Hat sich die Komponente früher fehlerfrei verhalten? ja
----
User also contacted us by phone, this ticket was closed: E2-SD024613612.
According to Agent ""User  has a SAS enterprise guide problem.
He sent us an e-mail.
He was informed that his e-mail automatically generated a ticket.
Ticket can be closed.""

According to user ""
Hello everyone, today we all receive a warning message in the SAS-EC for SMARTD7. It's our turn to clarify, whether we can continue after April 2nd. ""

He works in SAS Enterprise Guide for SMARTD7, and he received this warning.

What action has triggered the problem? SAS-EG für SMARTD7
When did the problem occur? (Date, time - if possible) Montag, 4. März 2019 09:53
Does the problem also occur with other users? yes
Does the problem also occur in other workplaces? yes
Does the problem occur repeatedly (on every attempt)? yes
Did the component behave error-free earlier? yes


E-mail und Screenshot siehe in Anhang / Screenshot see in attachment!

Erreichbarkeit/Availability
+49 89 3800 15079
matthias.heim@allianz.de

Bitte weiterhelfen, danke!/ Please take it over, thank you!
04.03.2019 13:42:47   ws_snow_prod
   (SNOW) Dear Colleague, 
Please click on message to continue, no issue should be there.warning will disappear from 11.3. 2019.
04.03.2019 13:43:13   ws_snow_prod
   (SNOW) Dear Team, 
This is just a license renewal warning message, already informed user on this. We have a plan for renewal of this license.",AZ Germany, SAS Others
INC4315196,Incompatibility problems of SAS AVC package,AZTEC.GAP.PAAS-SAS-CL-2ND,"Issue Type : SAS EG
Description : user is getting IOM provider error while starting SAS EG Application. 
Our Observation : The reason for the above error if user is using two SAS EG version on single AVC machine. we observed that user was using two SAS EG application, so informed user to remove any one SAS EG application from AVC.
Solution : we are closing this ticket as of now as user is not available till 1st of April. we will open the ticket again once the user back.",AZ Italy, SAS AVC Client Issue
INC3634496,Win10 - SAS Enterprise Guide startet nicht,AZTEC.GAP.PAAS-SAS-CL-2ND,Advised the user to re-install the SAS.,AZ Germany, SAS Platform Access/Availability
INC2478821,Win7 - SAS Enterprise Guide - Server nicht verfügbar - Verdacht auf Großstörung,AZTEC.GAP.PAAS-SAS-CL-2ND,"After the LDAP configuration and the reboot of the App1 node, the services are up and running fine.
",AZ Germany, SAS Platform Access/Availability
INC2758903,SAS - Es ist ein unerwarteter Fehler aufgetreten,AZTEC.GAP.PAAS-SAS-CL-2ND,Issue resolved. User confirmed to close the ticket (email attached).,AZ Germany, SAS Access Issue
INC4340588,Sass Issues,AZTEC.GAP.PAAS-SAS-CL-2ND,"Description : Sas issues
Type: others
Resolution : User informed that issue no more exists",AZ Benelux, SAS Others
INC4772281,SR :File Restore on AZD Dev environment.,AZTEC.GAP.PAAS-SAS-CL-2ND,"Description: SR :File Restore on AZD Dev environment.
Issue Type: SAS Service Request
Resolution: Files have been restored successfully by backup team. User has confirmed that everything looks fine.",AZ Germany, SAS Service Requests
INC3031308,"No connection to the AZFRONEBI test server, since friday",AZTEC.GAP.PAAS-SAS-CL-2ND,"After restarting the objectspawner, the user is able to connect again",AZ France, SAS Server Issue
INC2901890,ERROR TO LAUNCH SOFTWARE SAS Company GUIDE BIFI  via Virtual Office AVC,AZTEC.GAP.PAAS-SAS-CL-2ND,Issue resolved. User was able to access and configure SAS EG.,AZ France, SAS AVC Client Issue
INC2474588,Activate TLS 1.2 in the Secure+ GUI for the C:D nodes,AZTEC.GAP.PAAS-SAS-CL-2ND,"As there is a downtime in C:D required when implementing this upgrade we decided to integrate this activity in the next general downtime on BIFI servers which will take place in May.
An detailed planning will start these days.

We will close  INC2474588   for now, as it can't be processed further on  on incident base.

Regards


Dietrich Hellmuth –CPI.",AZ Germany, SAS Others
INC2544817,"SAS AMO Excel 7.14"" not working in Windows 10 AVC",AZTEC.GAP.PAAS-SAS-CL-2ND,"The Reporting Package is till not in production. User is using WIN7 as well.

We informed the user that we are working on INT currently regarding the SAS M5 Package.",AZ Asia Pacific, SAS AVC Client Issue
INC3541043,SAS Project can not open,AZTEC.GAP.PAAS-SAS-CL-2ND,"Issue has been resolved after restarting the object Spwaner for v7fkrb on Production environment.

After restarts user has confirmed that he can access the project now successfully.",AZ Germany, SAS Platform Access/Availability
INC3530481,File Restore,AZTEC.GAP.PAAS-SAS-CL-2ND,File has been restored successfully by backup Team and the same has been confirmed with user .,AZ Germany, SAS Service Requests
INC3314072,Win10 - SAS Enterprise Guide,AZTEC.GAP.PAAS-SAS-CL-2ND,"Issue was fixed with the new Zovi release. 
Received confirmation from the user.

Thanks.
",AZ Germany, SAS Access Issue
INC3530427,File Restore,AZTEC.GAP.PAAS-SAS-CL-2ND,User confirmed that the restore looks good.,AZ Germany, SAS Others
INC3530500,File Restore,AZTEC.GAP.PAAS-SAS-CL-2ND,File has been restored successfully by backup team  and same has been confirmed with user.,AZ Germany, SAS Service Requests
INC3911226,RW Datenkreislauf steht - eventuell Server Problem,AZTEC.GAP.PAAS-SAS-CL-2ND,"Issue with GPFS and System was rebooted.
",AZ E1 FRANKFURT,SAS GPFS
INC3358752,Win10 - SAS DI Studio,AZTEC.GAP.PAAS-SAS-CL-2ND,"We have restarted the ObjectSpawner and DI studio is working fine now. Based on user confirmation, we are closing the ticket",AZ Germany, SAS Server Issue
INC3583231,PLEBEN AGENTEN not active,AZTEC.GAP.PAAS-SAS-CL-2ND,"SGRID_BIEC_SYST is our test server and we have scheduled maintenance mode on  uc4 services in this server cluster. Hence we are closing this ticket.

",AZ Germany, SAS -   UC4  Job Issues
INC2986355,SAS Enterprise Guide,AZTEC.GAP.PAAS-SAS-CL-2ND,Guided user to contact LegBA to get access to UNIX server.,AZ Germany, SAS Access Issue
INC3705314,Quota increase DMVERT ,AZTEC.GAP.PAAS-SAS-CL-2ND,"
Description: Quota increase DMVERT project

Incident Type: Service Request.

Resolution steps:
Quota has been increased as per the attached SR",AZ Germany, SAS Filesystem/Quota
